ENTREZID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
20845	Star	steroidogenic acute regulatory protein	-0.237456105	2.722472657	-1.182320859	0.257254878	0.374517696	-6.121021638
102162	Taf5l	TATA-box binding protein associated factor 5 like	0.738187913	4.367567532	5.250730033	0.00013313	0.001277019	0.842196694
20630	Snrpc	U1 small nuclear ribonucleoprotein C	0.282542399	4.551014854	2.170943778	0.048083416	0.104226038	-5.053914589
231637	Ssh1	slingshot protein phosphatase 1	-0.489439555	3.577204627	-2.983265398	0.01009983	0.032019282	-3.378561868
27214	Dbf4	DBF4 zinc finger	1.071987751	2.741816278	5.33930883	0.000113651	0.001134674	1.273634303
18226	Nup62	nucleoporin 62	0.505107254	6.616620456	4.077413906	0.001186812	0.006336025	-1.600190485
21929	Tnfaip3	tumor necrosis factor, alpha-induced protein 3	0.845557018	6.757262084	7.363009276	4.11e-06	0.000116746	4.245143067
243910	Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta	1.169292822	1.897773411	4.651229578	0.000398978	0.002818876	0.147102579
320091	Ano4	anoctamin 4	-0.06413259	2.497958492	-0.269588703	0.791585639	0.853814754	-6.735624556
68176	Inka1	inka box actin regulator 1	0.778043858	3.998774872	4.809296041	0.000297406	0.002283171	0.083565465
226519	Lamc1	laminin, gamma 1	0.079588535	9.889095668	0.619472091	0.545801813	0.657269359	-7.043790096
226421	Rab7b	RAB7B, member RAS oncogene family	0.340252184	2.300343182	1.456905045	0.167748592	0.272668341	-5.680880952
227298	Retreg2	reticulophagy regulator family member 2	-0.321170294	4.67475428	-2.346332122	0.034613701	0.081396416	-4.77056073
212163	8030462N17Rik	RIKEN cDNA 8030462N17 gene	0.37420151	4.584375068	2.705817755	0.017363421	0.047906428	-4.092750803
52206	Anapc4	anaphase promoting complex subunit 4	-0.524191215	5.432101681	-4.567802241	0.000466464	0.003162426	-0.59966634
320474	E030042O20Rik	RIKEN cDNA E030042O20 gene	-0.894735581	-1.08475329	-1.889627391	0.080223717	0.154953556	-4.39014746
16568	Kif3a	kinesin family member 3A	-0.202008044	4.756231383	-1.61574768	0.129005911	0.222761303	-5.976771336
382090	Cep162	centrosomal protein 162	-0.23562773	3.799136513	-1.231029858	0.241507782	0.357536357	-6.300847735
231600	Chfr	checkpoint with forkhead and ring finger domains	-0.17014897	4.452262407	-1.217873485	0.243895569	0.360076098	-6.447260958
233789	Smg1	SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	-0.161142454	8.101809253	-1.299493858	0.215282905	0.328410599	-6.50485316
219249	Tdrd3	tudor domain containing 3	-0.336426142	5.349658951	-2.883361944	0.012283292	0.036894991	-3.876190671
100302594	Snord14e	small nucleolar RNA, C/D box 14E	-0.224981398	1.954436501	-0.908008521	0.379617622	0.502250788	-6.223430641
69499	Tsr2	TSR2 20S rRNA accumulation	0.590927343	4.687625287	4.320475761	0.000744771	0.004458258	-0.969461383
20184	Uimc1	ubiquitin interaction motif containing 1	-0.228943959	5.090746924	-1.900704452	0.078655822	0.152861664	-5.594648042
229473	Tmem131l	transmembrane 131 like	-0.814431394	5.923800003	-6.971762913	7.47e-06	0.000171262	3.633783757
544963	Iqgap2	IQ motif containing GTPase activating protein 2	-1.227472017	2.359213551	-4.540594561	0.00064904	0.004021042	-0.349924051
116940	Tgs1	trimethylguanosine synthase 1	0.166030368	4.578949925	1.265496043	0.226858178	0.341008367	-6.411383821
14718	Got1	glutamic-oxaloacetic transaminase 1, soluble	0.920885888	4.202014605	5.846909207	4.69e-05	0.000607235	1.9420812
75764	Slx1b	SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)	-0.447219334	2.986106602	-2.15898151	0.04916172	0.106012664	-4.759823458
100038398	NA	NA	0.456580565	-0.064999081	1.169077386	0.262373419	0.380448419	-5.506533285
100616095	Snhg18	small nucleolar RNA host gene 18	0.029628001	3.93193275	0.184799885	0.856102133	0.902274791	-7.076888182
76199	Med13l	mediator complex subunit 13-like	-0.414196689	8.144790647	-3.566022228	0.003212157	0.013543063	-2.557398373
19733	Rgn	regucalcin	0.880207988	-0.894293225	1.943864225	0.072807997	0.144002098	-4.332558129
106707	Rpusd1	RNA pseudouridylate synthase domain containing 1	-0.335376025	0.727019639	-1.062632007	0.306378557	0.427687945	-5.78950618
240063	Zfp811	zinc finger protein 811	-0.475480984	1.548061017	-1.781764074	0.09702659	0.179350649	-5.050535829
19367	Rad9a	RAD9 checkpoint clamp component A	-0.343527068	2.345023298	-1.45354095	0.168664949	0.27390678	-5.699436082
228005	Ppig	peptidyl-prolyl isomerase G (cyclophilin G)	0.161593579	6.458407235	1.476148732	0.162586387	0.266752986	-6.324842394
72549	Reep4	receptor accessory protein 4	0.386327382	3.50952124	2.299388581	0.03781982	0.087158835	-4.624637534
22248	Unc119	unc-119 lipid binding chaperone	0.529135325	4.365906189	3.889278151	0.001708316	0.008371632	-1.756960085
76589	Unc5cl	unc-5 family C-terminal like	-1.06030594	2.060564166	-4.42513266	0.000610496	0.003847669	-0.308841999
16880	Lifr	LIF receptor alpha	-0.917228084	8.319552955	-4.606215548	0.001933208	0.009206586	-1.638245626
230815	Man1c1	mannosidase, alpha, class 1C, member 1	0.080633379	1.351172603	0.29568411	0.771919288	0.840268468	-6.455157939
320808	Dcaf5	DDB1 and CUL4 associated factor 5	-0.338776037	5.566292093	-2.904130134	0.011794098	0.035768036	-3.859750705
13829	Dmtn	dematin actin binding protein	-0.164510814	2.506235015	-0.762189926	0.458908554	0.580093054	-6.475030589
76123	Gpsm2	G-protein signalling modulator 2 (AGS3-like, C. elegans)	-2.151810639	6.861411704	-15.46026103	1.95e-09	8.12e-07	12.22984977
67217	L3hypdh	L-3-hydroxyproline dehydratase (trans-)	0.4770064	4.194378164	3.380608508	0.004623767	0.017835071	-2.723468646
66294	Fam3a	family with sequence similarity 3, member A	-0.100384338	4.239188981	-0.723884832	0.481353073	0.601324114	-6.883892797
223648	Ccdc166	coiled-coil domain containing 166	-0.465841861	0.426239871	-1.359990749	0.195861244	0.305316281	-5.387554216
21823	Th	tyrosine hydroxylase	1.336806044	0.137175235	3.63204043	0.002822239	0.012307781	-1.526350818
19171	Psmb10	proteasome (prosome, macropain) subunit, beta type 10	0.720817805	3.485965257	3.700202679	0.002572376	0.011516032	-1.987505786
216459	Myl6b	myosin, light polypeptide 6B	-0.091180542	0.45231002	-0.259811445	0.798884926	0.859596545	-6.256209155
66126	Elof1	ELF1 homolog, elongation factor 1	-0.128433081	4.28985632	-0.936797663	0.36513411	0.487314922	-6.714290563
70099	Smc4	structural maintenance of chromosomes 4	0.295000207	5.978726915	2.681160073	0.018214432	0.049703434	-4.306907562
381356	Cacfd1	calcium channel flower domain containing 1	-0.052618293	3.788541554	-0.297341368	0.770767728	0.839590914	-7.018171367
21463	Tcp11	t-complex protein 11	-1.358657963	-1.136934112	-2.310946329	0.038264732	0.087955566	-3.737398086
16201	Ilf3	interleukin enhancer binding factor 3	0.701003333	6.83583074	6.130255471	2.9e-05	0.000428599	2.21604603
320634	Ocrl	OCRL, inositol polyphosphate-5-phosphatase	-0.397388936	5.545927681	-3.417167187	0.004303012	0.016840505	-2.860589884
654470	Tctn1	tectonic family member 1	-0.556616657	2.735705403	-2.804115101	0.014339926	0.041453992	-3.543569245
56397	Morf4l2	mortality factor 4 like 2	0.422793437	7.970801927	3.550312819	0.0033127	0.013855329	-2.596924383
67063	Pgap4	post-GPI attachment to proteins GalNAc transferase 4	-0.534997493	2.732345959	-2.775083004	0.015174887	0.043247513	-3.59747212
73728	Psd	pleckstrin and Sec7 domain containing	0.136612043	6.432269419	1.134826659	0.275973501	0.395283314	-6.747411026
11819	Nr2f2	nuclear receptor subfamily 2, group F, member 2	-0.32103327	2.64217341	-1.559413773	0.141764754	0.240403606	-5.62242278
66812	Ppcdc	phosphopantothenoylcysteine decarboxylase	-0.095215027	3.71427236	-0.522352636	0.610011145	0.710994751	-6.905342965
22791	Dnajc2	DnaJ heat shock protein family (Hsp40) member C2	0.164506559	4.452214698	1.198681574	0.251038406	0.367959692	-6.467638807
14184	Fgfr3	fibroblast growth factor receptor 3	-0.096472781	3.734827645	-0.609386366	0.552271995	0.662810489	-6.858732782
100039684	5031434O11Rik	RIKEN cDNA 5031434O11 gene	-0.18327593	0.563980615	-0.547839614	0.592643739	0.697629997	-6.162318973
24061	Smc1a	structural maintenance of chromosomes 1A	0.227485509	8.390261605	1.871671237	0.082825333	0.158367956	-5.672435925
225055	Fbxo11	F-box protein 11	0.216214156	7.437978735	1.88801041	0.080454938	0.155246439	-5.696402114
66945	Sdha	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)	0.202599637	6.831556526	1.875441968	0.082272776	0.157602468	-5.732226243
54139	Irf6	interferon regulatory factor 6	0.01158919	6.932810859	0.092378055	0.927759806	0.952245021	-7.399549884
19823	Rnf7	ring finger protein 7	0.297662339	5.296335712	2.537740739	0.024026405	0.061394563	-4.514297863
117592	B3galt6	UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6	0.570236468	1.789826093	2.149349076	0.050046353	0.107316748	-4.50772413
272381	Lrrc4b	leucine rich repeat containing 4B	-0.317619583	-0.524350208	-0.739290004	0.472247389	0.59245995	-5.81099361
21372	Tbl1x	transducin (beta)-like 1 X-linked	-0.461450343	6.499573005	-3.938426176	0.001552842	0.007789273	-1.875156594
100529075	Snord100	small nucleolar RNA, C/D box 100	1.620463416	0.746698574	4.893142588	0.000254805	0.002059736	0.704539073
107767	Scamp1	secretory carrier membrane protein 1	-0.055846207	6.766326221	-0.500231729	0.624875505	0.722931479	-7.273968082
100502757	Gm17259	predicted gene, 17259	-0.48789764	-0.868453878	-1.042016287	0.315499799	0.436639903	-5.488707841
66065	Hsd17b14	hydroxysteroid (17-beta) dehydrogenase 14	0.791080261	-0.939053811	1.731400019	0.105895491	0.191722733	-4.637824083
100502766	Kifc1	kinesin family member C1	2.842477003	1.161147654	7.94404748	1.75e-06	6.55e-05	5.352417868
56220	Zfp386	zinc finger protein 386 (Kruppel-like)	-0.362940339	2.868315007	-1.82967093	0.089209555	0.16787584	-5.272448453
74552	Nipal3	NIPA-like domain containing 3	-0.829867787	4.076107503	-4.761145759	0.000361486	0.002607216	-0.110132
60364	Donson	downstream neighbor of SON	0.277927619	2.675188721	1.393205019	0.185820112	0.294386369	-5.850589482
69188	Kmt2e	lysine (K)-specific methyltransferase 2E	-0.463239627	6.626140797	-4.235965598	0.000875187	0.005018707	-1.293397402
12667	Chrd	chordin	-0.491368162	0.521444252	-1.465344603	0.165468008	0.270230762	-5.273285754
403178	Plcxd1	phosphatidylinositol-specific phospholipase C, X domain containing 1	-0.474410505	4.762124163	-3.65505235	0.002697884	0.011916215	-2.287671804
16498	Kcnab2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	-0.113981955	1.677923294	-0.434166896	0.670947786	0.760114732	-6.481548652
20656	Sod2	superoxide dismutase 2, mitochondrial	0.944049239	6.687469119	7.438387438	4.12e-06	0.000116879	4.26248172
94093	Trim33	tripartite motif-containing 33	0.088337095	5.987874834	0.783829263	0.446522215	0.568348346	-7.073017768
21341	Taf1c	TATA-box binding protein associated factor, RNA polymerase I, C	0.66878966	2.346020666	2.679219125	0.018533943	0.0503815	-3.692894523
244329	Mcph1	microcephaly, primary autosomal recessive 1	0.234952254	2.899674829	1.215411331	0.244802963	0.360912656	-6.12030558
11798	Xiap	X-linked inhibitor of apoptosis	-0.417751786	6.292441199	-3.542871074	0.003361432	0.014001363	-2.650941801
51796	Srrm1	serine/arginine repetitive matrix 1	0.442656722	7.280386873	3.908805132	0.001644727	0.008138733	-1.921125812
26446	Psmb3	proteasome (prosome, macropain) subunit, beta type 3	0.350680448	5.631842472	2.950468394	0.010770709	0.033553809	-3.771379841
20974	Syngr3	synaptogyrin 3	-0.024108932	1.133891192	-0.076228849	0.940342459	0.960241738	-6.446476281
94214	Spock2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2	0.12940541	7.067068667	0.643002928	0.540551121	0.652811017	-7.1724676
71406	Spaar	small regulatory polypeptide of amino acid response	-0.05854903	3.897477128	-0.320874412	0.753465866	0.825182973	-7.033384123
56735	Krt71	keratin 71	1.571625063	1.350271021	4.61886015	0.000468255	0.003169434	0.088750486
14457	Gas7	growth arrest specific 7	-0.173678369	5.215807563	-1.240570545	0.236366252	0.351981528	-6.545161479
16907	Lmnb2	lamin B2	0.826548323	3.357556242	4.73560457	0.000340936	0.002511708	0.058027956
18685	Phtf1	putative homeodomain transcription factor 1	-0.328495783	4.461268483	-2.211056625	0.044626699	0.098724307	-4.97187545
66412	Arrdc4	arrestin domain containing 4	-0.759383023	6.289297528	-3.963819231	0.004725151	0.018152104	-2.631755269
75317	Parpbp	PARP1 binding protein	1.133013369	0.614465112	3.309414101	0.005318942	0.019795928	-2.181905677
18139	Zfp638	zinc finger protein 638	-0.526850998	5.731104158	-4.774733698	0.000317057	0.002395716	-0.230079251
98828	Cdc123	cell division cycle 123	0.024587924	5.058740827	0.192684289	0.850042118	0.897421308	-7.280497845
16362	Irf1	interferon regulatory factor 1	-0.966246481	9.210148433	-6.566606432	1.72e-05	0.000302112	2.887763626
223255	Stk24	serine/threonine kinase 24	-0.100239316	6.358671117	-0.920966782	0.373050373	0.495595622	-6.965056067
279618	Gm715	predicted gene 715	0.173510063	-0.569901894	0.402255317	0.693721232	0.778871725	-5.99169294
27140	Tlx3	T cell leukemia, homeobox 3	-0.248997601	-0.963432938	-0.408065942	0.691019079	0.776698437	-5.91313174
26401	Map3k1	mitogen-activated protein kinase kinase kinase 1	0.223142494	4.991087722	1.8009657	0.093822955	0.174611867	-5.734355596
19053	Ppp2cb	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	0.519521823	7.199686128	4.270865677	0.000818697	0.004781743	-1.214681072
19684	Rdx	radixin	0.16577821	6.798110865	1.494026039	0.157910788	0.260892087	-6.300338624
66637	Tsen15	tRNA splicing endonuclease subunit 15	-0.202524311	3.975142158	-1.379553692	0.189894766	0.299104813	-6.155530442
382985	Rrm2b	ribonucleotide reductase M2 B (TP53 inducible)	-0.612083131	3.991606824	-4.007136403	0.001359336	0.007026318	-1.465381699
12125	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	-0.749217736	7.102290567	-6.777026756	1.01e-05	0.000210062	3.307164468
15161	Hcfc1	host cell factor C1	0.163692074	7.076356076	1.420604946	0.177858804	0.284762764	-6.394545928
67547	Slc39a8	solute carrier family 39 (metal ion transporter), member 8	-0.275337381	4.071297032	-1.631216636	0.126274302	0.219140654	-5.829663409
56335	Mettl3	methyltransferase like 3	-0.019444619	3.262371866	-0.112868214	0.911777297	0.941714073	-6.942530991
14194	Fh1	fumarate hydratase 1	0.558729736	6.141155854	4.908154948	0.000247872	0.002017529	0.008026332
12818	Col14a1	collagen, type XIV, alpha 1	0.818758833	9.079392674	6.067745995	3.22e-05	0.000463751	2.196228668
110351	Rap1gap	Rap1 GTPase-activating protein	0.303359639	6.671290294	1.954911211	0.079070721	0.15335288	-5.632669687
233208	Scaf1	SR-related CTD-associated factor 1	-0.177771171	6.881268843	-1.637684743	0.124312404	0.216687562	-6.096460552
320981	Enpp6	ectonucleotide pyrophosphatase/phosphodiesterase 6	1.04660133	-0.471271546	2.228717357	0.043179822	0.096380135	-3.943153655
170826	Ppargc1b	peroxisome proliferative activated receptor, gamma, coactivator 1 beta	0.030882954	2.558997309	0.146378003	0.885761675	0.92265623	-6.776440254
218973	Wdhd1	WD repeat and HMG-box DNA binding protein 1	1.025631042	1.726065859	3.915809589	0.00162251	0.008057173	-1.209983192
12372	Casq1	calsequestrin 1	-0.252084901	-0.955077708	-0.547365661	0.592960408	0.697920043	-5.849988719
100504533	NA	NA	0.226510572	2.475077307	1.046913711	0.31331518	0.434464125	-6.208018154
432611	Dnaic2	dynein, axonemal, intermediate chain 2	-0.58118721	-0.160154286	-1.430826587	0.174962018	0.28133131	-5.181638883
22033	Traf5	TNF receptor-associated factor 5	-1.046089034	4.753685274	-7.950166267	1.73e-06	6.55e-05	5.251350781
67194	2700038G22Rik	RIKEN cDNA 2700038G22 gene	0.180003108	2.850412907	0.911172514	0.378006848	0.500773476	-6.426325705
260305	Nphp4	nephronophthisis 4 (juvenile) homolog (human)	0.05296211	2.932307226	0.282895338	0.781499593	0.846992721	-6.831581412
21414	Tcf7	transcription factor 7, T cell specific	1.170689094	4.71617973	7.281943953	6.94e-06	0.000162757	3.905417338
735265	Mir703	microRNA 703	0.397883134	3.86986595	2.516713858	0.025016495	0.063331373	-4.308708635
235611	Plxnb1	plexin B1	0.018778043	6.744857017	0.150155354	0.882871018	0.920435856	-7.394372889
227522	Rpp38	ribonuclease P/MRP 38 subunit	0.29170224	1.558433838	1.025956072	0.322741889	0.444192781	-6.015138405
15193	Hdgfl2	HDGF like 2	-0.011424259	6.145889359	-0.090410341	0.929299302	0.953074324	-7.395858789
16529	Kcnk5	potassium channel, subfamily K, member 5	0.313164768	4.113117548	1.883323099	0.081554416	0.156610615	-5.450245457
68585	Rtn4	reticulon 4	0.410212466	9.276319404	2.891484687	0.012280444	0.036894991	-3.813102141
13494	Drg1	developmentally regulated GTP binding protein 1	-0.294069362	5.220190611	-2.451750971	0.028329139	0.069738937	-4.66563002
15586	Hyal1	hyaluronoglucosaminidase 1	-0.498053736	5.263798359	-3.639126619	0.002879014	0.012475434	-2.414752166
140629	Ubox5	U box domain containing 5	-0.365998742	1.470465464	-1.366491327	0.193861892	0.303199058	-5.611920759
14026	Evl	Ena-vasodilator stimulated phosphoprotein	0.845543348	5.063861514	6.599892437	1.35e-05	0.000254445	3.106071336
14173	Fgf2	fibroblast growth factor 2	0.500100042	0.335942937	1.360565123	0.195683912	0.305173085	-5.364193517
18813	Pa2g4	proliferation-associated 2G4	0.827968961	7.305694508	6.464868828	1.84e-05	0.000315027	2.717950424
16912	Psmb9	proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)	0.383117885	3.146226949	1.887340439	0.080763777	0.15563014	-5.239116632
22697	Zscan21	zinc finger and SCAN domain containing 21	-0.922795092	4.183388781	-5.502966494	9.34e-05	0.000987611	1.249297084
71971	Zswim1	zinc finger SWIM-type containing 1	-0.034436981	2.799543894	-0.175102675	0.863568417	0.907850695	-6.827713933
72350	Zc2hc1c	zinc finger, C2HC-type containing 1C	-0.86918182	0.829001445	-2.63784609	0.019808463	0.052993148	-3.460531113
213484	Nudt18	nudix (nucleoside diphosphate linked moiety X)-type motif 18	-0.288322218	2.614633193	-1.374202469	0.191511856	0.300683788	-5.864630315
216439	Agap2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	0.696978671	-0.033986469	1.779373003	0.097432258	0.179795974	-4.720862025
56515	Rnf138	ring finger protein 138	0.888853717	4.323062281	5.884911048	4.39e-05	0.000584022	1.989357768
16391	Irf9	interferon regulatory factor 9	-0.473837761	6.937505972	-4.227798222	0.000888976	0.005075211	-1.306715036
60532	Wtap	Wilms tumour 1-associating protein	0.263258684	5.263134703	1.924931756	0.075804322	0.148458851	-5.578154753
320727	Ipo8	importin 8	-0.378565218	5.137847149	-3.209144412	0.006479119	0.022956857	-3.218494948
67125	Tspan31	tetraspanin 31	0.074232861	5.9020333	0.668430377	0.514998316	0.630721781	-7.155094597
20822	Ro60	Ro60, Y RNA binding protein	-0.721907765	4.878436722	-5.527730714	8.15e-05	0.000898726	1.262692909
11836	Araf	Araf proto-oncogene, serine/threonine kinase	-0.140254963	6.283948312	-1.290712474	0.218226486	0.331368848	-6.563507698
11933	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide	0.508582288	7.94771198	4.55404344	0.00047868	0.003221552	-0.63742403
232086	Tmem150a	transmembrane protein 150A	0.357893542	3.800278559	2.285085319	0.038851233	0.088972145	-4.710704729
664791	Gm7340	predicted gene 7340	1.436439365	0.426016244	3.653904027	0.002703956	0.011933467	-1.514181519
110385	Pde4c	phosphodiesterase 4C, cAMP specific	0.34143624	1.964383778	1.152980088	0.27129616	0.390104909	-5.972771628
73430	Zfp974	zinc finger protein 974	-0.093176275	1.138340196	-0.2836237	0.781018699	0.846536197	-6.408763639
66441	Magohb	mago homolog B, exon junction complex core component	0.12278516	1.784270971	0.505195404	0.62147579	0.720182196	-6.4706159
66904	Pccb	propionyl Coenzyme A carboxylase, beta polypeptide	0.216983969	5.240830623	1.843922883	0.086995341	0.16469214	-5.70361899
75050	Kif27	kinesin family member 27	-0.949416864	0.934878274	-2.736800906	0.016535628	0.046025299	-3.306498298
121021	Cspg4	chondroitin sulfate proteoglycan 4	-0.045069302	4.367719093	-0.318698686	0.754776761	0.82623595	-7.128562333
68926	Ubap2	ubiquitin-associated protein 2	0.273373458	6.581299496	2.308243676	0.037194302	0.086008906	-5.001906276
100040608	Fancf	Fanconi anemia, complementation group F	0.377718221	0.276929664	1.072630005	0.302025647	0.423206968	-5.678781748
109205	Sobp	sine oculis binding protein	-0.346222102	6.380642187	-3.200396662	0.006591603	0.023210491	-3.324066892
73442	Hspa12a	heat shock protein 12A	-0.409192886	1.752248111	-1.680772287	0.115523733	0.20491813	-5.24685062
18828	Plscr2	phospholipid scramblase 2	1.003233467	3.956518485	5.736459438	6.11e-05	0.000736344	1.726026807
51886	Fubp1	far upstream element (FUSE) binding protein 1	0.511885092	5.894565356	3.770261346	0.002385345	0.010867337	-2.255196363
52551	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	0.105846981	5.987585749	0.969382978	0.349209564	0.471607433	-6.908312452
67037	Pmf1	polyamine-modulated factor 1	1.1563216	2.92610614	5.956023151	3.89e-05	0.000530655	2.327863478
100503386	Tpbgl	trophoblast glycoprotein-like	0.86941583	0.684309211	2.392969374	0.031685036	0.075931689	-3.860218137
19155	Npepps	aminopeptidase puromycin sensitive	-0.066925484	5.980099333	-0.596547231	0.560568794	0.669708588	-7.206758811
19739	Rgs9	regulator of G-protein signaling 9	1.8141959	0.892494846	5.482894607	8.81e-05	0.000956042	1.710231118
16980	Lrrn2	leucine rich repeat protein 2, neuronal	-1.853871473	3.640486392	-10.76139635	4.76e-08	7.45e-06	8.993576702
67776	Vwa5a	von Willebrand factor A domain containing 5A	-0.43618466	5.961965387	-3.672564143	0.002606982	0.011630583	-2.385873617
73274	Gpbp1	GC-rich promoter binding protein 1	0.472308363	6.864525145	4.016157426	0.001335828	0.006921617	-1.71912108
69178	Snx5	sorting nexin 5	-0.421695023	6.667559122	-3.613059399	0.002929168	0.012634876	-2.515839542
70640	Dcp2	decapping mRNA 2	-0.130916	3.77877388	-0.796989863	0.439093592	0.561297325	-6.732612834
76491	Abhd14b	abhydrolase domain containing 14b	-0.310342886	3.252020452	-1.784226603	0.096610369	0.178720994	-5.427153113
100101919	Dnah7c	dynein, axonemal, heavy chain 7C	-1.264143781	-1.4372306	-2.528285528	0.024466864	0.062217494	-3.335027152
14645	Glul	glutamate-ammonia ligase (glutamine synthetase)	-0.793762174	7.855681579	-5.635278783	9.93e-05	0.001030503	1.056066071
108689	Stn1	STN1, CST complex subunit	0.29564013	3.84804475	1.847681076	0.086419733	0.163799166	-5.452129328
381546	Ccdc24	coiled-coil domain containing 24	0.318478981	1.242634822	1.117831863	0.282917406	0.402825094	-5.846238916
14704	Gng3	guanine nucleotide binding protein (G protein), gamma 3	0.269181031	-0.344801021	0.650869005	0.525931009	0.640682056	-5.905261137
243197	Mfsd7a	major facilitator superfamily domain containing 7A	-1.045875002	1.12332261	-3.647341444	0.002738923	0.012030061	-1.630541703
330657	Prss53	protease, serine 53	-0.742641841	0.725287353	-2.364831188	0.033422494	0.079265284	-3.924027156
12224	Klf5	Kruppel-like factor 5	0.544954771	7.109376828	3.838350425	0.002524735	0.01133853	-2.267356724
70561	Txndc16	thioredoxin domain containing 16	-0.491805161	5.364082314	-4.237422207	0.000872751	0.005009073	-1.231339186
100503676	Gm38426	predicted gene, 38426	-0.728207247	0.863708371	-2.197680256	0.045752688	0.100457313	-4.235729563
108960	Irak2	interleukin-1 receptor-associated kinase 2	0.236174574	2.736822354	1.226373552	0.240783174	0.35676145	-6.070673863
13876	Erg	ETS transcription factor	0.015309409	1.698912263	0.059752404	0.953218379	0.96871842	-6.582554577
328977	Zfp532	zinc finger protein 532	-0.46161611	5.581834799	-3.657567138	0.002684635	0.011879888	-2.390817796
226442	Zfp281	zinc finger protein 281	0.039980853	7.083507191	0.354773431	0.72817794	0.805280378	-7.333831849
67350	1700084E18Rik	RIKEN cDNA 1700084E18 gene	1.528162853	-1.249191173	3.112258108	0.007839379	0.026486609	-2.350616693
66223	Mrpl35	mitochondrial ribosomal protein L35	-0.019953955	3.495918405	-0.114897107	0.910198831	0.940289145	-6.994340978
